Zip Code,Number of Returns,Adjusted gross income (AGI)
16731,"  1,548 ","  51,274 "
16732,  221 ,"  7,799 "
16733,  118 ,"  3,248 "
16734,  150 ,"  3,566 "
16735,"  3,451 ","  122,304 "
16738,  738 ,"  24,067 "
16740,  672 ,"  22,957 "
16743,"  2,144 ","  76,270 "
16744,  184 ,"  6,541 "
16745,  290 ,"  9,899 "
16746,  644 ,"  18,968 "
16748,"  1,583 ","  50,355 "
16749,"  2,131 ","  74,450 "
16750,  239 ,"  8,549 "
16801,"  13,923 ","  796,934 "
16802,  355 ,"  5,784 "
16803,"  9,895 ","  599,500 "
16804,  271 ,"  15,673 "
16805,  90 ,"  3,495 "
16820,  510 ,"  16,847 "
16821,  215 ,"  5,319 "
16822,"  1,214 ","  42,939 "
16823,"  12,027 ","  485,723 "
16825,  172 ,"  5,210 "
16826,  504 ,"  17,000 "
16827,"  2,306 ","  179,722 "
16828,"  2,364 ","  112,849 "
16829,  395 ,"  12,447 "
16830,"  7,384 ","  255,573 "
16832,  220 ,"  6,955 "
16833,"  2,840 ","  95,557 "
16834,  184 ,"  6,096 "
16835,  162 ,"  5,491 "
16836,  581 ,"  18,058 "
16837,  106 ,"  2,370 "
16838,"  1,006 ","  32,758 "
16839,  266 ,"  7,313 "
16840,  307 ,"  7,489 "
16841,"  2,550 ","  95,904 "
16843,  482 ,"  10,586 "
16844,"  1,376 ","  54,320 "
16845,  407 ,"  12,576 "
16847,  208 ,"  6,080 "
16848,  288 ,"  7,961 "
16849,  208 ,"  7,683 "
16850,  36 ,"  1,033 "
16851,  673 ,"  36,557 "
16852,  160 ,"  4,647 "
16853,  823 ,"  24,511 "
16854,  544 ,"  17,666 "
16855,  192 ,"  4,804 "
16856,  133 ,"  6,064 "
16858,"  1,815 ","  62,762 "
16859,  288 ,"  8,515 "
16860,  205 ,"  5,687 "
16861,  150 ,"  3,596 "
16863,  400 ,"  13,184 "
16864,  44 ,  737 
16865,  918 ,"  49,037 "
16866,"  4,461 ","  150,283 "
16868,  447 ,"  19,612 "
16870,"  3,399 ","  239,727 "
16871,  35 ,  649 
16872,  548 ,"  17,526 "
16873,  61 ,"  1,580 "
16874,  689 ,"  23,207 "
16875,"  1,878 ","  85,796 "
16876,  180 ,"  5,134 "
16877,  837 ,"  41,964 "
16878,"  1,018 ","  32,717 "
16879,  264 ,"  6,197 "
16881,"  1,127 ","  34,409 "
16882,  190 ,"  5,259 "
16901,"  5,320 ","  202,196 "
16910,  24 ,  584 
16911,  183 ,"  4,998 "
16912,  958 ,"  28,523 "
16914,"  1,167 ","  37,399 "
16915,"  2,905 ","  122,933 "
16917,  751 ,"  22,704 "
16920,"  1,029 ","  29,020 "
16921,  290 ,"  8,191 "
16922,"  1,089 ","  32,340 "
16923,  668 ,"  20,192 "
16925,"  1,699 ","  58,733 "
16926,  466 ,"  14,362 "
16927,  254 ,"  7,325 "
16928,  671 ,"  20,059 "
16929,"  1,195 ","  36,327 "
16930,  661 ,"  27,257 "
16932,  315 ,"  10,408 "
16933,"  2,986 ","  107,817 "
16935,  636 ,"  21,109 "
16936,"  1,150 ","  38,496 "
16937,  109 ,"  3,032 "
16938,  391 ,"  14,114 "
16939,  162 ,"  3,586 "
16940,  161 ,"  4,388 "
16941,  23 ,  389 
16942,  431 ,"  11,703 "
16943,  271 ,"  7,417 "
16945,  30 ,  589 
16946,"  1,386 ","  44,130 "
16947,"  2,386 ","  85,617 "
16948,  811 ,"  25,941 "
16950,"  1,728 ","  46,637 "
17001,  172 ,"  9,019 "
17002,  291 ,"  9,086 "
17003,"  5,622 ","  266,883 "
17004,"  2,052 ","  73,436 "
17005,  199 ,"  7,639 "
17006,  506 ,"  16,609 "
17007,"  2,932 ","  182,791 "
17009,"  1,127 ","  32,886 "
17010,  338 ,"  10,883 "
17011,"  17,818 ","  1,093,947 "
17013,"  17,992 ","  839,953 "
17014,  64 ,"  1,974 "
17015,"  11,199 ","  629,282 "
17016,  691 ,"  36,361 "
17017,  952 ,"  37,481 "
17018,"  2,500 ","  126,241 "
17019,"  9,062 ","  522,091 "
17020,"  4,800 ","  201,098 "
17021,  534 ,"  16,784 "
17022,"  14,775 ","  744,541 "
17023,"  1,803 ","  74,900 "
17024,  945 ,"  42,424 "
17025,"  9,036 ","  451,292 "
17026,"  1,859 ","  80,230 "
17027,  313 ,"  13,383 "
17028,"  2,061 ","  84,291 "
17029,  195 ,"  4,601 "
17030,  495 ,"  16,746 "
17032,"  4,339 ","  194,064 "
17033,"  8,250 ","  515,580 "
17034,"  1,607 ","  49,140 "
17035,  410 ,"  12,294 "
17036,"  11,956 ","  871,177 "
17037,  501 ,"  17,299 "
17038,"  4,214 ","  171,303 "
17039,  70 ,"  2,293 "
17040,"  1,341 ","  57,094 "
17041,  107 ,"  4,337 "
17042,"  19,716 ","  946,145 "
17043,"  3,666 ","  286,622 "
17044,"  11,510 ","  365,083 "
17045,"  1,690 ","  64,864 "
17046,"  15,754 ","  507,262 "
17047,"  1,236 ","  47,803 "
17048,"  1,792 ","  59,808 "
17049,"  1,590 ","  65,745 "
17050,"  17,041 ","  1,251,866 "
17051,"  2,165 ","  74,627 "
17052,  813 ,"  25,156 "
17053,"  2,822 ","  124,020 "
17054,  97 ,"  2,353 "
17055,"  19,378 ","  1,240,986 "
17056,  99 ,"  2,459 "
17057,"  11,994 ","  509,195 "
17058,  902 ,"  26,793 "
17059,"  3,685 ","  143,935 "
17060,  632 ,"  17,886 "
17061,"  3,745 ","  152,908 "
17062,"  2,083 ","  85,170 "
17063,"  1,710 ","  51,578 "
17064,  539 ,"  37,501 "
17065,"  2,232 ","  93,060 "
17066,"  2,811 ","  73,973 "
17067,"  7,336 ","  323,946 "
17068,"  2,226 ","  91,438 "
17069,  140 ,"  3,900 "
17070,"  9,153 ","  447,315 "
17071,  33 ,  964 
17072,  242 ,"  8,332 "
17073,"  2,502 ","  115,758 "
17074,"  3,936 ","  147,452 "
17075,  217 ,"  5,971 "
17076,  57 ,"  1,571 "
17077,  132 ,"  4,647 "
17078,"  10,964 ","  568,990 "
17080,  177 ,"  6,506 "
17081,  222 ,"  7,457 "
17082,"  1,689 ","  58,633 "
17083,  128 ,"  5,470 "
17084,"  2,162 ","  93,599 "
17085,  103 ,"  4,468 "
17086,"  1,186 ","  43,268 "
17087,"  1,413 ","  65,878 "
17088,  448 ,"  19,706 "
17090,"  2,829 ","  122,125 "
17093,  446 ,"  16,741 "
17094,"  1,223 ","  45,550 "
17097,  489 ,"  14,911 "
17098,"  1,342 ","  44,634 "
17099,  669 ,"  18,899 "
17101,"  1,367 ","  35,599 "
17102,"  4,452 ","  141,906 "
17103,"  6,200 ","  153,131 "
17104,"  9,953 ","  251,377 "
17105,  586 ,"  15,282 "
17106,  215 ,"  9,460 "
17108,  151 ,"  7,159 "
17109,"  13,485 ","  527,781 "
17110,"  13,898 ","  727,562 "
17111,"  16,475 ","  864,557 "
17112,"  18,593 ","  1,173,025 "
17113,"  6,325 ","  199,103 "
17201,"  16,490 ","  707,105 "
17202,"  12,402 ","  699,321 "
17210,  114 ,"  5,254 "
17211,  251 ,"  7,916 "
17212,  314 ,"  13,833 "
17213,  301 ,"  10,236 "
17214,  703 ,"  32,719 "
17215,  174 ,"  5,963 "
17217,  62 ,"  1,947 "
17219,  180 ,"  5,837 "
17220,  274 ,"  10,405 "
17221,  355 ,"  11,025 "
17222,"  5,717 ","  268,196 "
17223,  182 ,"  5,151 "
17224,  977 ,"  39,681 "
17225,"  9,426 ","  493,256 "
17228,  604 ,"  20,477 "
17229,  645 ,"  23,103 "
17231,  132 ,"  5,119 "
17232,  60 ,"  2,423 "
17233,"  2,946 ","  115,243 "
17235,  387 ,"  14,703 "
17236,"  4,473 ","  198,163 "
17237,  827 ,"  32,861 "
17238,  958 ,"  38,422 "
17239,  121 ,"  4,636 "
17240,"  1,612 ","  68,952 "
17241,"  6,212 ","  255,845 "
17243,  696 ,"  23,931 "
17244,"  1,096 ","  44,598 "
17246,  153 ,"  6,061 "
17247,  330 ,"  15,174 "
17249,  250 ,"  7,164 "
17250,  226 ,"  6,291 "
17251,  146 ,"  4,883 "
17252,"  1,996 ","  79,368 "
17253,  187 ,"  6,283 "
17254,  289 ,"  13,892 "
17255,  574 ,"  21,715 "
17256,  140 ,"  6,279 "
17257,"  11,847 ","  506,642 "
17260,  605 ,"  19,131 "
17261,  324 ,"  8,745 "
17262,  467 ,"  17,026 "
17263,  402 ,"  15,689 "
17264,"  1,179 ","  39,250 "
17265,  241 ,"  9,759 "
17266,  310 ,"  12,256 "
17267,"  1,461 ","  55,260 "
17268,"  14,200 ","  624,315 "
17271,  249 ,"  8,288 "
17272,  275 ,"  9,179 "
17301,"  2,203 ","  105,351 "
17302,"  1,424 ","  63,965 "
17303,  415 ,"  17,461 "
17304,"  1,322 ","  56,403 "
17306,  383 ,"  14,520 "
17307,"  2,766 ","  117,891 "
17309,"  1,105 ","  46,487 "
17310,  160 ,"  6,306 "
17311,  249 ,"  9,369 "
17312,  81 ,"  2,384 "
17313,"  5,578 ","  254,854 "
17314,"  2,808 ","  128,899 "
17315,"  13,532 ","  584,076 "
17316,"  4,253 ","  214,377 "
17317,  296 ,"  10,842 "
17318,  266 ,"  9,140 "
17319,"  5,436 ","  287,860 "
17320,"  4,128 ","  227,289 "
17321,"  1,148 ","  64,356 "
17322,"  3,049 ","  148,182 "
17323,  182 ,"  5,882 "
17324,"  2,343 ","  95,671 "
17325,"  13,728 ","  678,351 "
17327,"  4,080 ","  207,064 "
17329,"  1,413 ","  80,819 "
17331,"  27,809 ","  1,363,060 "
17337,  12 ,  531 
17339,"  3,603 ","  240,237 "
17340,"  5,745 ","  264,795 "
17342,  211 ,"  8,500 "
17343,  138 ,"  5,754 "
17344,"  2,049 ","  67,179 "
17345,"  4,219 ","  162,087 "
17347,"  3,078 ","  157,670 "
17349,"  4,123 ","  265,618 "
17350,"  6,739 ","  284,907 "
17352,  672 ,"  32,727 "
17353,"  1,627 ","  71,952 "
17355,  117 ,"  4,028 "
17356,"  11,523 ","  542,934 "
17358,  26 ,  647 
17360,"  2,726 ","  155,032 "
17361,"  3,024 ","  169,725 "
17362,"  6,916 ","  353,192 "
17363,"  4,796 ","  273,888 "
17364,"  2,100 ","  85,673 "
17365,"  1,379 ","  69,303 "
17366,"  2,861 ","  111,942 "
17368,"  3,988 ","  202,052 "
17370,"  2,992 ","  132,638 "
17371,  217 ,"  8,176 "
17372,"  2,062 ","  95,366 "
17401,"  8,421 ","  166,948 "
17402,"  17,908 ","  1,007,563 "
17403,"  19,431 ","  1,131,231 "
17404,"  19,232 ","  892,891 "
17405,  382 ,"  53,441 "
17406,"  11,789 ","  588,690 "
17407,"  1,102 ","  62,807 "
17408,"  11,541 ","  570,112 "
17501,"  2,469 ","  102,905 "
17502,"  1,342 ","  59,135 "
17503,  84 ,"  2,313 "
17504,  166 ,"  7,527 "
17505,  792 ,"  45,831 "
17506,  285 ,"  11,672 "
17507,  313 ,"  11,656 "
17508,  670 ,"  37,826 "
17509,"  1,897 ","  88,920 "
17512,"  9,861 ","  371,719 "
17516,"  2,392 ","  123,425 "
17517,"  7,670 ","  368,150 "
17518,  544 ,"  25,347 "
17519,"  2,634 ","  143,724 "
17520,"  2,592 ","  117,893 "
17521,  33 ,"  1,232 "
17522,"  16,260 ","  745,690 "
17527,"  2,939 ","  141,152 "
17528,  107 ,"  2,996 "
17529,"  1,696 ","  75,738 "
17532,"  1,671 ","  79,357 "
17533,  75 ,"  2,777 "
17534,  176 ,"  6,262 "
17535,"  1,052 ","  45,642 "
17536,"  1,165 ","  56,343 "
17537,  140 ,"  5,707 "
17538,"  3,388 ","  194,236 "
17540,"  4,840 ","  228,266 "
17543,"  21,578 ","  1,413,372 "
17545,"  10,966 ","  573,541 "
17547,"  3,473 ","  157,519 "
17549,  17 ,  534 
17550,  591 ,"  23,226 "
17551,"  4,029 ","  222,348 "
17552,"  9,217 ","  456,270 "
17554,"  3,931 ","  179,775 "
17555,"  3,210 ","  154,520 "
17557,"  6,971 ","  340,166 "
17560,"  2,606 ","  104,060 "
17562,"  1,912 ","  73,216 "
17563,"  1,784 ","  72,819 "
17564,  56 ,"  2,273 "
17565,"  1,373 ","  70,653 "
17566,"  5,688 ","  251,634 "
17567,  339 ,"  13,378 "
17568,  60 ,"  2,575 "
17569,"  2,907 ","  151,388 "
17570,  141 ,"  5,034 "
17572,"  1,701 ","  69,893 "
17575,  97 ,"  4,644 "
17576,  156 ,"  5,783 "
17578,"  3,129 ","  155,479 "
17579,"  3,007 ","  154,695 "
17580,  122 ,"  3,972 "
17581,  670 ,"  27,045 "
17582,"  1,095 ","  58,567 "
17583,  38 ,"  1,140 "
17584,"  4,771 ","  287,779 "
17585,  27 ,  600 
17601,"  26,659 ","  1,842,083 "
17602,"  25,893 ","  1,005,904 "
17603,"  32,293 ","  1,403,749 "
17604,  678 ,"  28,867 "
17605,  101 ,"  24,064 "
17606,  440 ,"  18,861 "
17607,  65 ,"  2,691 "
17608,  651 ,"  19,808 "
17701,"  22,158 ","  796,714 "
17702,"  5,766 ","  204,479 "
17703,  212 ,"  3,738 "
17720,  179 ,"  4,879 "
17721,"  1,021 ","  29,595 "
17723,  32 ,  719 
17724,"  2,478 ","  76,338 "
17726,  85 ,"  3,004 "
17728,"  2,823 ","  116,791 "
17729,  81 ,"  2,150 "
17730,  153 ,"  4,106 "
17731,  198 ,"  12,474 "
17735,  36 ,  677 
17737,"  3,337 ","  120,586 "
17738,  55 ,"  1,834 "
17739,  15 ,  247 
17740,"  6,551 ","  234,385 "
17742,  64 ,"  1,617 "
17744,"  1,680 ","  57,531 "
17745,"  8,123 ","  270,614 "
17747,"  1,304 ","  45,097 "
17748,  404 ,"  14,925 "
17749,  163 ,"  5,382 "
17750,  73 ,"  2,318 "
17751,"  3,648 ","  131,895 "
17752,"  2,449 ","  83,957 "
17754,"  6,875 ","  343,128 "
17756,"  5,976 ","  235,629 "
17758,  521 ,"  16,690 "
17760,  275 ,"  7,790 "
17762,  337 ,"  12,404 "
17763,  157 ,"  3,639 "
17764,"  1,262 ","  31,758 "
17765,  533 ,"  17,245 "
17767,  56 ,"  1,689 "
17768,  158 ,"  4,834 "
17769,  30 ,  744 
17771,"  1,681 ","  63,943 "
17772,"  1,222 ","  46,694 "
17774,  584 ,"  18,710 "
17776,  160 ,"  5,055 "
17777,"  3,591 ","  134,259 "
17778,  64 ,"  1,598 "
17779,  279 ,"  13,856 "
17801,"  9,072 ","  288,871 "
17810,  972 ,"  36,527 "
17812,  789 ,"  24,234 "
17813,  983 ,"  35,103 "
17814,"  2,418 ","  88,548 "
17815,"  12,805 ","  562,656 "
17820,"  3,065 ","  113,074 "
17821,"  9,958 ","  492,288 "
17823,  623 ,"  22,976 "
17824,"  2,281 ","  126,773 "
17827,  441 ,"  14,484 "
17829,  85 ,"  2,428 "
17830,"  1,084 ","  41,737 "
17831,  156 ,"  4,942 "
17832,  415 ,"  11,649 "
17833,  255 ,"  11,009 "
17834,"  2,094 ","  66,852 "
17835,  121 ,"  3,933 "
17836,  79 ,"  3,237 "
17837,"  7,590 ","  443,895 "
17839,  75 ,"  1,885 "
17840,  197 ,"  5,229 "
17841,"  2,204 ","  69,811 "
17842,"  4,093 ","  143,672 "
17844,"  4,970 ","  190,221 "
17845,"  1,023 ","  32,010 "
17846,"  1,965 ","  77,683 "
17847,"  6,324 ","  220,908 "
17850,  425 ,"  11,304 "
17851,"  4,545 ","  114,717 "
17853,"  1,465 ","  52,288 "
17855,  580 ,"  23,110 "
17856,"  1,800 ","  64,916 "
17857,"  4,277 ","  169,193 "
17858,  44 ,"  1,287 "
17859,"  1,695 ","  61,820 "
17860,"  1,146 ","  52,062 "
17861,  108 ,"  3,673 "
17862,  308 ,"  7,858 "
17864,"  1,030 ","  35,805 "
17865,  103 ,"  3,634 "
17866,"  4,751 ","  131,118 "
17867,  79 ,"  2,533 "
17868,  526 ,"  24,360 "
17870,"  6,811 ","  294,311 "
17872,"  5,639 ","  140,867 "
17876,  919 ,"  32,704 "
17877,  64 ,"  1,897 "
17878,  809 ,"  30,530 "
17880,  35 ,  575 
17881,  811 ,"  22,588 "
17882,  39 ,"  1,070 "
17883,  47 ,"  1,218 "
17884,  189 ,"  4,331 "
17885,  50 ,"  1,297 "
17886,  466 ,"  14,466 "
17887,  265 ,"  7,435 "
17888,  181 ,"  6,179 "
17889,"  1,411 ","  75,397 "
17901,"  13,232 ","  548,661 "
17920,  192 ,"  6,021 "
17921,"  3,459 ","  125,942 "
17922,"  2,465 ","  121,149 "
17923,  261 ,"  7,499 "
17925,  223 ,"  7,488 "
17929,  885 ,"  32,470 "
17930,  281 ,"  8,153 "
17931,"  3,016 ","  99,468 "
17932,  27 ,  180 
17933,  148 ,"  5,188 "
17934,  250 ,"  6,837 "
17935,  961 ,"  24,790 "
17936,  452 ,"  16,246 "
17938,"  1,362 ","  54,792 "
17941,  439 ,"  15,128 "
17942,  79 ,"  2,248 "
17943,  185 ,"  5,903 "
17944,  183 ,"  5,823 "
17945,  118 ,"  2,412 "
17946,  194 ,"  4,770 "
17948,"  2,876 ","  72,614 "
17949,  168 ,"  4,229 "
17951,  217 ,"  8,138 "
17952,  180 ,"  4,917 "
17953,  290 ,"  7,296 "
17954,"  2,747 ","  75,147 "
17957,  195 ,"  6,785 "
17959,  836 ,"  26,024 "
17960,"  2,103 ","  98,071 "
17961,"  3,761 ","  233,103 "
17963,"  5,038 ","  198,068 "
17964,  387 ,"  13,864 "
17965,"  1,244 ","  39,173 "
17967,"  1,398 ","  51,061 "
17968,  207 ,"  7,244 "
17970,"  2,010 ","  52,958 "
17972,"  6,167 ","  244,495 "
17974,  180 ,"  5,784 "
17976,"  3,793 ","  91,057 "
17978,  251 ,"  8,165 "
17979,  119 ,"  3,770 "
17980,"  1,882 ","  65,151 "
17981,"  1,487 ","  42,796 "
17982,  254 ,"  7,986 "
17983,  836 ,"  31,547 "
17985,  651 ,"  25,724 "
18002,  148 ,"  8,378 "
18011,"  2,935 ","  148,774 "
18012,  120 ,"  3,380 "
18013,"  9,377 ","  415,097 "
18014,"  6,365 ","  296,094 "
18015,"  14,896 ","  795,650 "
18016,  367 ,"  11,865 "
18017,"  20,462 ","  1,152,335 "
18018,"  17,756 ","  708,941 "
18020,"  10,593 ","  651,203 "
18030,  380 ,"  12,893 "
18031,"  3,177 ","  185,783 "
18032,"  5,271 ","  196,848 "
18034,"  3,597 ","  387,825 "
18035,  199 ,"  11,570 "
18036,"  6,622 ","  479,099 "
18037,"  4,009 ","  186,537 "
18038,"  1,640 ","  78,114 "
18039,  121 ,"  16,987 "
18040,"  7,615 ","  506,182 "
18041,"  2,989 ","  152,544 "
18042,"  20,748 ","  810,307 "
18043,  157 ,"  5,936 "
18044,  335 ,"  8,760 "
18045,"  13,905 ","  923,075 "
18046,  121 ,"  5,030 "
18049,"  9,988 ","  611,080 "
18051,"  1,846 ","  171,008 "
18052,"  15,217 ","  647,884 "
18053,"  1,256 ","  58,218 "
18054,"  2,354 ","  142,082 "
18055,"  6,356 ","  392,756 "
18056,  591 ,"  18,806 "
18058,"  4,317 ","  187,858 "
18059,  658 ,"  36,327 "
18060,  59 ,"  2,725 "
18062,"  11,947 ","  819,482 "
18063,  386 ,"  17,405 "
18064,"  12,922 ","  780,104 "
18065,  245 ,"  12,779 "
18066,"  3,149 ","  195,010 "
18067,"  10,275 ","  488,984 "
18068,  140 ,"  6,651 "
18069,"  4,093 ","  400,944 "
18070,  470 ,"  21,713 "
18071,"  5,772 ","  237,403 "
18072,"  3,668 ","  161,287 "
18073,"  4,358 ","  262,460 "
18074,"  2,673 ","  165,440 "
18076,"  1,645 ","  66,665 "
18077,"  1,141 ","  83,392 "
18078,"  3,683 ","  266,437 "
18079,  272 ,"  9,850 "
18080,"  6,440 ","  280,921 "
18081,  322 ,"  25,292 "
18083,  434 ,"  19,085 "
18084,  180 ,"  7,572 "
18085,  512 ,"  22,181 "
18086,  219 ,"  9,543 "
18087,  498 ,"  22,088 "
18088,"  4,802 ","  218,652 "
18091,"  3,331 ","  156,059 "
18092,"  1,636 ","  124,039 "
18101,"  1,687 ","  26,410 "
18102,"  24,636 ","  525,104 "
18103,"  24,758 ","  1,256,459 "
18104,"  22,380 ","  1,482,094 "
18105,  932 ,"  19,005 "
18106,"  3,742 ","  251,352 "
18109,"  9,264 ","  278,789 "
18201,"  14,539 ","  399,343 "
18202,"  6,182 ","  210,222 "
18210,"  3,521 ","  140,581 "
18211,  760 ,"  34,638 "
18212,  137 ,"  4,074 "
18214,"  1,241 ","  49,757 "
18216,  777 ,"  22,647 "
18218,"  1,331 ","  36,059 "
18219,"  1,001 ","  51,825 "
18220,  233 ,"  6,473 "
18221,  259 ,"  7,857 "
18222,"  4,554 ","  232,480 "
18223,  117 ,"  3,427 "
18224,"  3,540 ","  101,411 "
18225,  157 ,"  4,331 "
18229,"  4,590 ","  188,070 "
18230,  92 ,"  2,121 "
18231,  320 ,"  8,438 "
18232,"  2,255 ","  53,237 "
18234,  292 ,"  8,765 "
18235,"  10,470 ","  408,529 "
18237,"  1,920 ","  53,708 "
18239,  175 ,"  4,616 "
18240,"  2,163 ","  83,021 "
18241,  387 ,"  11,534 "
18242,  188 ,"  5,116 "
18244,  199 ,"  6,514 "
18245,  179 ,"  5,918 "
18246,  95 ,"  3,397 "
18247,  125 ,"  4,647 "
18248,  345 ,"  10,937 "
18249,"  2,022 ","  128,382 "
18250,"  1,761 ","  58,202 "
18251,  116 ,"  3,550 "
18252,"  6,322 ","  204,711 "
18254,  525 ,"  17,414 "
18255,"  2,459 ","  87,836 "
18256,  224 ,"  7,014 "
18301,"  12,472 ","  629,950 "
18302,"  6,997 ","  361,381 "
18320,  204 ,"  7,559 "
18321,"  1,195 ","  48,902 "
18322,"  1,639 ","  74,043 "
18323,  138 ,"  22,905 "
18324,"  4,631 ","  202,725 "
18325,"  1,257 ","  51,985 "
18326,"  2,343 ","  107,551 "
18327,  474 ,"  20,818 "
18328,"  3,903 ","  180,489 "
18330,"  4,115 ","  181,747 "
18331,  485 ,"  17,148 "
18332,"  1,443 ","  67,445 "
18333,  692 ,"  26,098 "
18334,"  1,662 ","  73,608 "
18335,  739 ,"  28,451 "
18336,"  1,874 ","  76,086 "
18337,"  7,283 ","  405,960 "
18340,  105 ,"  4,408 "
18341,  124 ,"  3,817 "
18342,  276 ,"  10,040 "
18343,"  2,042 ","  108,232 "
18344,"  1,972 ","  71,855 "
18346,"  1,765 ","  69,786 "
18347,"  1,568 ","  68,925 "
18349,  78 ,"  7,236 "
18350,  913 ,"  61,177 "
18351,  388 ,"  16,435 "
18352,  467 ,"  20,279 "
18353,"  6,156 ","  294,535 "
18354,  686 ,"  29,874 "
18355,  743 ,"  35,134 "
18356,  327 ,"  28,427 "
18357,  85 ,"  3,959 "
18360,"  14,183 ","  707,465 "
18370,  655 ,"  32,046 "
18371,  304 ,"  16,979 "
18372,"  1,567 ","  76,572 "
18403,"  3,871 ","  168,065 "
18405,"  1,217 ","  45,171 "
18407,"  7,926 ","  252,570 "
18410,  176 ,"  7,383 "
18411,"  11,772 ","  810,327 "
18413,  284 ,"  8,104 "
18414,"  2,967 ","  196,164 "
18415,  611 ,"  26,889 "
18416,  98 ,"  4,712 "
18417,  561 ,"  20,565 "
18419,"  2,366 ","  95,853 "
18420,  123 ,"  5,420 "
18421,"  2,611 ","  94,034 "
18424,"  2,866 ","  128,523 "
18425,  600 ,"  21,617 "
18426,"  2,130 ","  89,890 "
18427,  476 ,"  15,647 "
18428,"  6,004 ","  293,612 "
18430,  34 ,  786 
18431,"  7,103 ","  293,038 "
18433,"  3,693 ","  142,172 "
18434,"  2,440 ","  85,696 "
18435,  493 ,"  23,946 "
18436,"  6,660 ","  307,096 "
18437,  116 ,"  4,110 "
18438,  565 ,"  35,005 "
18439,  279 ,"  10,192 "
18440,  89 ,"  3,487 "
18441,  116 ,"  3,312 "
18443,  241 ,"  9,344 "
18444,"  7,079 ","  356,184 "
18445,"  1,140 ","  45,926 "
18446,"  1,935 ","  67,499 "
18447,"  5,965 ","  213,621 "
18451,  278 ,"  16,483 "
18452,"  2,822 ","  113,254 "
18453,  553 ,"  21,348 "
18454,  38 ,"  1,228 "
18455,  75 ,"  2,851 "
18456,  241 ,"  8,147 "
18457,  144 ,"  4,631 "
18458,"  1,419 ","  73,970 "
18459,  96 ,"  3,213 "
18460,  160 ,"  4,319 "
18461,  188 ,"  5,186 "
18462,  232 ,"  8,702 "
18463,  115 ,"  4,524 "
18464,  718 ,"  37,540 "
18465,  691 ,"  24,985 "
18466,"  7,161 ","  277,114 "
18469,  232 ,"  9,449 "
18470,"  1,153 ","  49,409 "
18471,  519 ,"  81,610 "
18472,"  2,227 ","  87,551 "
18473,  295 ,"  6,995 "
18501,  985 ,"  3,990 "
18502,  77 ,"  1,671 "
18503,  571 ,"  7,969 "
18504,"  11,823 ","  359,094 "
18505,"  10,938 ","  352,468 "
18507,"  2,976 ","  176,001 "
18508,"  6,319 ","  165,132 "
18509,"  6,788 ","  249,598 "
18510,"  5,509 ","  178,098 "
18512,"  7,506 ","  272,413 "
18517,"  3,136 ","  94,743 "
18518,"  4,877 ","  187,932 "
18519,"  3,240 ","  105,171 "
18601,  121 ,"  3,174 "
18602,  218 ,"  36,484 "
18603,"  10,716 ","  350,154 "
18610,"  2,353 ","  103,609 "
18611,  24 ,  858 
18612,"  7,941 ","  484,426 "
18614,"  1,392 ","  44,786 "
18615,"  1,047 ","  40,865 "
18616,  396 ,"  11,479 "
18617,  988 ,"  25,803 "
18618,"  2,033 ","  105,962 "
18619,  132 ,"  3,904 "
18621,"  2,727 ","  103,963 "
18622,  140 ,"  5,061 "
18623,"  1,430 ","  45,190 "
18624,  345 ,"  25,606 "
18625,  318 ,"  18,751 "
18626,  228 ,"  10,789 "
18627,  126 ,"  4,890 "
18628,  133 ,"  2,893 "
18629,  975 ,"  35,983 "
18630,"  1,703 ","  62,036 "
18631,  701 ,"  26,508 "
18632,  202 ,"  5,415 "
18634,"  7,947 ","  239,870 "
18635,"  2,140 ","  78,018 "
18636,  778 ,"  25,731 "
18640,"  10,028 ","  356,251 "
18641,"  4,028 ","  135,392 "
18642,"  2,582 ","  93,998 "
18643,"  7,411 ","  292,412 "
18644,"  4,480 ","  198,377 "
18651,"  5,137 ","  145,093 "
18653,  66 ,"  2,081 "
18654,  76 ,"  1,880 "
18655,"  3,395 ","  128,437 "
18656,"  1,164 ","  46,792 "
18657,"  6,286 ","  264,153 "
18660,"  2,106 ","  79,429 "
18661,"  3,150 ","  113,878 "
18701,"  1,033 ","  23,617 "
18702,"  20,829 ","  694,410 "
18703,  426 ,"  15,191 "
18704,"  18,387 ","  770,570 "
18705,"  8,788 ","  299,665 "
18706,"  9,301 ","  304,557 "
18707,"  8,242 ","  507,240 "
18708,"  4,864 ","  390,056 "
18709,"  1,808 ","  49,499 "
18711,  82 ,  321 
18801,"  4,364 ","  163,500 "
18810,"  3,240 ","  122,107 "
18812,  867 ,"  51,667 "
18813,  76 ,"  2,709 "
18814,  88 ,"  2,232 "
18815,  34 ,"  1,417 "
18816,  86 ,"  3,405 "
18817,  135 ,"  4,890 "
18818,  673 ,"  27,468 "
18820,  34 ,  747 
18821,  646 ,"  19,548 "
18822,"  1,930 ","  63,399 "
18823,  193 ,"  5,424 "
18824,  715 ,"  22,424 "
18825,  111 ,"  2,853 "
18826,  920 ,"  34,313 "
18827,  73 ,"  1,766 "
18828,  159 ,"  5,025 "
18829,  388 ,"  13,593 "
18830,  387 ,"  16,029 "
18831,  631 ,"  23,384 "
18832,  881 ,"  28,037 "
18833,"  1,020 ","  31,977 "
18834,"  1,882 ","  66,234 "
