Zip Code,Number of Returns,Adjusted gross income (AGI)
18845,171,"5,644"
18846,329,"15,325"
18847,"2,437","98,623"
18848,"4,143","185,080"
18850,"1,164","47,511"
18851,327,"16,904"
18853,"1,969","92,147"
18854,749,"29,538"
18901,"14,049","1,195,078"
18902,"8,618","1,033,278"
18913,231,"28,522"
18914,"9,593","781,873"
18915,689,"41,942"
18917,"1,108","60,000"
18920,365,"59,713"
18923,518,"57,620"
18925,"2,455","275,271"
18929,"4,280","406,825"
18930,"1,212","81,974"
18932,281,"20,462"
18936,222,"18,475"
18938,"6,882","1,150,175"
18940,"14,920","1,935,885"
18942,"1,495","104,086"
18944,"11,360","767,045"
18947,"2,784","281,336"
18951,"16,617","937,990"
18954,"4,943","473,970"
18955,802,"37,698"
18960,"6,427","365,277"
18964,"7,104","398,462"
18966,"20,210","1,531,186"
18969,"7,561","445,731"
18972,"1,559","89,252"
18974,"21,605","1,325,314"
18976,"9,934","705,958"
18977,"2,138","315,712"
19001,"8,566","502,054"
19002,"15,929","1,859,528"
19003,"6,556","547,431"
19004,"5,058","651,667"
19006,"10,793","1,157,315"
19007,"10,772","416,553"
19008,"10,279","738,392"
19010,"9,017","1,811,096"
19012,"3,323","237,653"
19013,"13,307","367,339"
19014,"10,493","633,132"
19015,"8,180","368,475"
19018,"12,073","565,937"
19020,"27,358","1,439,302"
19021,"5,092","217,437"
19022,"1,604","55,868"
19023,"9,665","305,746"
19025,"2,811","311,496"
19026,"15,837","927,561"
19027,"9,717","711,069"
19029,"2,163","95,320"
19030,"6,287","322,042"
19031,"2,267","209,247"
19032,"3,225","127,136"
19033,"4,113","208,029"
19034,"3,134","449,386"
19035,"2,035","1,087,683"
19036,"6,656","294,359"
19038,"15,364","1,294,568"
19040,"11,026","623,773"
19041,"2,803","1,271,651"
19043,"1,434","67,144"
19044,"8,227","569,539"
19046,"10,031","1,126,155"
19047,"17,570","1,270,571"
19050,"14,373","640,563"
19053,"13,830","809,185"
19054,"8,672","416,170"
19055,"6,814","304,869"
19056,"7,948","405,221"
19057,"8,729","387,672"
19061,"11,112","579,693"
19063,"18,190","1,656,388"
19064,"12,315","857,405"
19066,"2,532","447,644"
19067,"26,170","2,288,126"
19070,"3,687","198,218"
19072,"4,955","697,339"
19073,"9,412","1,341,719"
19074,"3,001","144,080"
19075,"3,622","262,264"
19076,"3,241","150,530"
19078,"5,881","314,164"
19079,"4,465","155,232"
19081,"4,557","429,807"
19082,"18,298","598,051"
19083,"17,894","1,234,750"
19085,"2,674","949,525"
19086,"5,796","582,225"
19087,"15,300","2,406,802"
19090,"9,875","507,374"
19094,"2,196","98,643"
19095,"3,085","239,970"
19096,"6,853","1,036,998"
19102,"2,505","306,071"
19103,"12,508","1,516,849"
19104,"12,954","401,138"
19106,"6,057","821,634"
19107,"5,814","335,254"
19111,"28,660","1,135,845"
19114,"15,229","722,838"
19115,"15,349","773,263"
19116,"14,429","697,149"
19118,"4,778","574,811"
19119,"12,922","815,461"
19120,"29,587","844,378"
19121,"11,213","264,712"
19122,"6,276","171,093"
19123,"5,685","280,498"
19124,"26,993","746,410"
19125,"9,866","355,530"
19126,"7,168","262,339"
19127,"2,717","129,626"
19128,"17,836","975,850"
19129,"4,821","279,288"
19130,"12,365","805,174"
19131,"17,763","623,803"
19132,"14,310","336,891"
19133,"9,350","192,224"
19134,"22,762","579,812"
19135,"14,049","480,130"
19136,"15,208","622,939"
19137,"3,797","151,128"
19138,"14,644","462,768"
19139,"16,284","440,197"
19140,"21,111","488,398"
19141,"13,104","391,316"
19142,"12,021","311,755"
19143,"27,554","825,016"
19144,"17,840","589,576"
19145,"20,027","747,975"
19146,"16,270","849,480"
19147,"17,670","1,081,942"
19148,"21,832","809,443"
19149,"23,653","797,860"
19150,"12,309","490,287"
19151,"14,036","538,848"
19152,"14,934","618,593"
19153,"5,629","222,635"
19154,"16,119","876,535"
19301,"3,519","367,592"
19310,"1,291","69,276"
19311,"4,631","326,588"
19312,"5,642","929,827"
19317,"4,993","687,791"
19319,179,"12,415"
19320,"23,371","1,382,021"
19330,"2,544","163,455"
19333,"3,499","719,531"
19335,"22,770","1,838,511"
19341,"8,745","743,026"
19342,"8,386","773,311"
19343,"3,727","359,056"
19344,"5,384","277,824"
19348,"10,342","967,833"
19350,"5,059","548,858"
19352,"3,606","306,128"
19355,"11,827","1,581,535"
19362,"2,599","133,347"
19363,"7,338","405,613"
19365,"3,381","168,068"
19372,"1,315","76,698"
19373,"1,232","140,374"
19374,782,"26,814"
19380,"24,690","2,250,307"
19382,"23,508","2,260,052"
19390,"6,410","413,516"
19401,"18,347","711,028"
19403,"22,450","1,541,728"
19405,"2,636","112,035"
19406,"12,162","856,606"
19422,"9,730","1,122,465"
19425,"5,996","882,966"
19426,"16,164","1,495,959"
19428,"9,871","654,297"
19435,297,"17,138"
19436,405,"46,123"
19438,"11,069","858,353"
19440,"9,317","533,246"
19444,"5,304","592,204"
19446,"27,368","1,933,780"
19453,758,"36,191"
19454,"13,632","1,072,168"
19460,"18,890","1,510,744"
19462,"7,657","589,760"
19464,"22,654","1,079,163"
19465,"8,142","568,234"
19468,"12,820","834,793"
19473,"6,680","510,024"
19475,"4,954","345,780"
19477,183,"24,307"
19492,287,"15,129"
19503,636,"31,026"
19504,"2,430","144,382"
19505,"1,745","83,051"
19506,"3,525","184,159"
19507,"1,581","72,471"
19508,"7,614","399,431"
19510,"3,543","198,824"
19512,"8,537","459,352"
19518,"6,883","450,809"
19520,"2,872","195,422"
19522,"7,091","395,599"
19525,"6,237","432,046"
19526,"5,561","253,548"
19529,"1,482","83,304"
19530,"5,210","277,385"
19533,"3,147","168,883"
19534,"1,008","49,587"
19539,"2,272","120,692"
19540,"5,925","362,995"
19541,"2,103","120,303"
19543,"2,597","167,092"
19547,"2,317","135,896"
19551,"2,530","133,692"
19555,"1,858","82,773"
19560,"4,160","171,884"
19562,"1,225","54,647"
19565,"4,241","230,483"
19567,"2,578","108,772"
19601,"13,362","328,733"
19602,"6,991","153,535"
19604,"10,992","296,600"
19605,"10,017","461,790"
19606,"17,008","896,720"
19607,"11,487","602,790"
19608,"11,058","764,876"
19609,"5,131","237,449"
19610,"7,981","681,324"
19611,"4,460","153,547"
